,ACTION,ADVENTURE,ANIMATION,CHILDREN,COMEDY,CRIME,DOCUMENTRY,DRAMA,FANTASY,FILM NOIR,HORROR,MUSICAL,MYSTERY,ROMANCE,SCIFI,THIRILLER,WAR,WESTERN,genre
547,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,CHILDREN|FANTASY
548,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,DRAMA|ROMANCE|WAR
549,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
550,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SCIFI
552,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
553,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
554,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
556,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,DRAMA|MUSICAL
557,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,DRAMA|FANTASY|THIRILLER
558,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DRAMA|HORROR
559,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,ADVENTURE|CHILDREN|COMEDY|FANTASY|ROMANCE|SCIFI
560,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DRAMA|HORROR
561,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ACTION|ADVENTURE|WESTERN
562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
563,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,COMEDY|HORROR
564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HORROR|THIRILLER
565,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|ADVENTURE|THIRILLER
566,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
567,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ACTION|ROMANCE|THIRILLER
568,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DRAMA|HORROR
569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
570,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,COMEDY|THIRILLER
571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
572,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,HORROR|SCIFI|THIRILLER
573,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,MYSTERY|ROMANCE|THIRILLER
574,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,COMEDY|WESTERN
575,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE|CRIME
576,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,COMEDY|SCIFI
577,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|SCIFI
578,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
579,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
580,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
581,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
582,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CRIME|THIRILLER
583,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA
584,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
585,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
586,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,DRAMA|MYSTERY
587,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
589,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,ACTION|HORROR|SCIFI
590,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,WAR
593,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THIRILLER
595,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
597,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
598,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
599,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN
600,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ADVENTURE|WAR
601,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MUSICAL|ROMANCE
602,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,MYSTERY|THIRILLER
603,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
604,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MUSICAL
605,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
606,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ROMANCE|THIRILLER
607,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,MYSTERY|ROMANCE|THIRILLER
608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
609,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MUSICAL
610,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,CRIME|FILM NOIR|MYSTERY
611,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
612,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
613,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THIRILLER
615,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,HORROR|SCIFI
616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
618,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
621,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
622,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
623,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,ANIMATION|CHILDREN|MUSICAL
624,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ANIMATION|CHILDREN
625,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA
626,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
627,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,CRIME|DRAMA
628,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,COMEDY|MUSICAL
629,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,COMEDY|MUSICAL
630,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,ACTION|DRAMA|ROMANCE|WAR
631,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
632,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
635,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ACTION|ADVENTURE|SCIFI|THIRILLER
636,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,COMEDY|HORROR
637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
640,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
641,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CRIME|DRAMA|FILM NOIR
642,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
644,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
646,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
647,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
648,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,CRIME|DRAMA|THIRILLER
649,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
650,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ACTION|DRAMA|WAR
651,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
652,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,CRIME|FILM NOIR|THIRILLER
653,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,FILM NOIR|MYSTERY|THIRILLER
654,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,ADVENTURE|COMEDY|DRAMA
655,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,CRIME|FILM NOIR|THIRILLER
656,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FILM NOIR|THIRILLER
657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
658,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,COMEDY|MYSTERY|THIRILLER
659,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,WESTERN
661,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
662,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
663,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
664,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,ACTION|HORROR|SCIFI|THIRILLER
665,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
667,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,ACTION|HORROR
668,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
669,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,HORROR|SCIFI|THIRILLER
670,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
671,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
672,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,FILM NOIR|THIRILLER
673,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
674,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
675,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
676,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
677,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
678,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
679,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION|ADVENTURE
680,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
681,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,HORROR|MYSTERY|THIRILLER
682,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
683,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
685,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|DRAMA
686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,COMEDY|WAR
687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
689,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
690,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,FILM NOIR|SCIFI|THIRILLER
691,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
692,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ROMANCE
694,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
695,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
696,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
697,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
698,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
699,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
701,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
702,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
703,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
704,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,MUSICAL|ROMANCE
705,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
706,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
707,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
708,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
709,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
710,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
711,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
713,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
714,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
715,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
717,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
718,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,COMEDY|WAR
719,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,ACTION|ADVENTURE|DRAMA|ROMANCE
720,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
721,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
722,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
723,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
724,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
725,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CHILDREN|DRAMA
726,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
727,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,COMEDY|SCIFI
728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
729,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
730,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
731,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
732,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
733,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
734,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
735,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
736,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
737,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
738,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
739,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
740,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,DRAMA|THIRILLER
742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,DRAMA|WAR
744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
745,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
746,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
747,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ACTION|ROMANCE|THIRILLER
748,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
749,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
750,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,ACTION|ROMANCE|THIRILLER
751,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,CRIME|THIRILLER
754,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,ACTION|ADVENTURE|CHILDREN|FANTASY|SCIFI
755,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
756,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,SCIFI|THIRILLER
758,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,SCIFI
760,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|THIRILLER
761,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
763,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
764,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
765,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
766,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
767,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
768,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,ACTION|ADVENTURE|MYSTERY|SCIFI
769,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,CRIME|FILM NOIR|MYSTERY|THIRILLER
770,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ACTION|SCIFI|THIRILLER
771,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,THIRILLER
773,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
774,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
775,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
776,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
777,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,COMEDY|DRAMA|ROMANCE
778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
779,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
780,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
781,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
782,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
783,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,DRAMA|HORROR
784,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
785,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
786,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
787,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HORROR|THIRILLER
788,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,COMEDY|DRAMA
789,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
790,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN
791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
792,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
793,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
794,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,CHILDREN|COMEDY
795,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
796,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ACTION|SCIFI
797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
798,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
799,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,HORROR|THIRILLER
800,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
801,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|ADVENTURE|CRIME|THIRILLER
802,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,ACTION|DRAMA|WAR
803,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
804,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,COMEDY|MYSTERY
805,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|CRIME|DRAMA
806,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
807,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ACTION|DRAMA
808,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,ACTION|DRAMA|MYSTERY
809,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ACTION
810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
811,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
812,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
813,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DOCUMENTRY
814,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DRAMA|ROMANCE
815,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,HORROR
816,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
817,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
819,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,ADVENTURE|ANIMATION|CHILDREN|COMEDY|FANTASY
820,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,COMEDY|ROMANCE
821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DRAMA
822,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,CRIME|FILM NOIR|THIRILLER
823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,COMEDY
824,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,ACTION|SCIFI|THIRILLER
825,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE
826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ACTION|ADVENTURE|THIRILLER
827,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADVENTURE|CHILDREN
